row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH2918,BPH2908,BPH2896,BPH2907,TOX-5,BPH2910,BPH2900,TOX-4,BPH2915,BPH2912,BPH2902,BPH2913
B,BPH2920,BPH2898,BPH2920,BPH2908,BPH2921,Blank,BPH2910,BPH2906,BPH2907,BPH2919,BPH2909,BPH2908
C,BPH2902,BPH2905,BPH2918,BPH2920,BPH2909,BPH2917,BPH2904,BPH2914,BPH2914,BPH2897,BPH2915,Blank
D,TOX-4,BPH2919,BPH2915,BPH2903,BPH2906,Blank,BPH2896,BPH2910,BPH2901,BPH2903,BPH2913,BPH2919
E,Blank,BPH2917,BPH2916,BPH2903,Blank,BPH2917,TOX-5,BPH2899,BPH2901,BPH2907,BPH2900,BPH2916
F,BPH2921,BPH2916,BPH2911,BPH2918,Non infected,Non infected,BPH2911,BPH2899,BPH2901,BPH2912,Blank,TOX-4
G,BPH2909,BPH2921,BPH2898,BPH2905,Non infected,BPH2911,BPH2906,BPH2899,BPH2912,BPH2904,BPH2896,BPH2914
H,TOX-5,BPH2905,BPH2898,BPH2900,BPH2904,BPH2902,BPH2897,BPH2913,BPH2897,Total LDH,Total LDH,Total LDH
