row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH3369,BPH3359,BPH3347,BPH3358,Non infected,BPH3361,BPH3351,BPH3737,BPH3366,BPH3363,BPH3353,BPH3364
B,BPH3371,BPH3349,BPH3371,BPH3359,BPH3735,TOX-4,BPH3361,BPH3357,BPH3358,BPH3370,BPH3360,BPH3359
C,BPH3353,BPH3356,BPH3369,BPH3371,BPH3360,BPH3368,BPH3355,BPH3365,BPH3365,BPH3348,BPH3366,TOX-5
D,BPH3737,BPH3370,BPH3366,BPH3354,BPH3357,TOX-4,BPH3347,BPH3361,BPH3352,BPH3354,BPH3364,BPH3370
E,TOX-5,BPH3368,BPH3367,BPH3354,TOX-4,BPH3368,Non infected,BPH3350,BPH3352,BPH3358,BPH3351,BPH3367
F,BPH3735,BPH3367,BPH3362,BPH3369,BPH3736,BPH3736,BPH3362,BPH3350,BPH3352,BPH3363,TOX-5,BPH3737
G,BPH3360,BPH3735,BPH3349,BPH3356,BPH3736,BPH3362,BPH3357,BPH3350,BPH3363,BPH3355,BPH3347,BPH3365
H,Non infected,BPH3356,BPH3349,BPH3351,BPH3355,BPH3353,BPH3348,BPH3364,BPH3348,Total LDH,Total LDH,Total LDH
