row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH3259,BPH3249,BPH3237,BPH3248,Non infected,BPH3251,BPH3241,BPH3264,BPH3256,BPH3253,BPH3243,BPH3254
B,BPH3261,BPH3239,BPH3261,BPH3249,BPH3262,TOX-4,BPH3251,BPH3247,BPH3248,BPH3260,BPH3250,BPH3249
C,BPH3243,BPH3246,BPH3259,BPH3261,BPH3250,BPH3258,BPH3245,BPH3255,BPH3255,BPH3238,BPH3256,TOX-5
D,BPH3264,BPH3260,BPH3256,BPH3244,BPH3247,TOX-4,BPH3237,BPH3251,BPH3242,BPH3244,BPH3254,BPH3260
E,TOX-5,BPH3258,BPH3257,BPH3244,TOX-4,BPH3258,Non infected,BPH3240,BPH3242,BPH3248,BPH3241,BPH3257
F,BPH3262,BPH3257,BPH3252,BPH3259,BPH3263,BPH3263,BPH3252,BPH3240,BPH3242,BPH3253,TOX-5,BPH3264
G,BPH3250,BPH3262,BPH3239,BPH3246,BPH3263,BPH3252,BPH3247,BPH3240,BPH3253,BPH3245,BPH3237,BPH3255
H,Non infected,BPH3246,BPH3239,BPH3241,BPH3245,BPH3243,BPH3238,BPH3254,BPH3238,Total LDH,Total LDH,Total LDH
