row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH3231,BPH3221,BPH3209,BPH3220,Non infected,BPH3223,BPH3213,BPH3236,BPH3228,BPH3225,BPH3215,BPH3226
B,BPH3233,BPH3211,BPH3233,BPH3221,BPH3234,TOX-4,BPH3223,BPH3219,BPH3220,BPH3232,BPH3222,BPH3221
C,BPH3215,BPH3218,BPH3231,BPH3233,BPH3222,BPH3230,BPH3217,BPH3227,BPH3227,BPH3210,BPH3228,TOX-5
D,BPH3236,BPH3232,BPH3228,BPH3216,BPH3219,TOX-4,BPH3209,BPH3223,BPH3214,BPH3216,BPH3226,BPH3232
E,TOX-5,BPH3230,BPH3229,BPH3216,TOX-4,BPH3230,Non infected,BPH3212,BPH3214,BPH3220,BPH3213,BPH3229
F,BPH3234,BPH3229,BPH3224,BPH3231,BPH3235,BPH3235,BPH3224,BPH3212,BPH3214,BPH3225,TOX-5,BPH3236
G,BPH3222,BPH3234,BPH3211,BPH3218,BPH3235,BPH3224,BPH3219,BPH3212,BPH3225,BPH3217,BPH3209,BPH3227
H,Non infected,BPH3218,BPH3211,BPH3213,BPH3217,BPH3215,BPH3210,BPH3226,BPH3210,Total LDH,Total LDH,Total LDH
