row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH3740,BPH3412,BPH3399,BPH3411,Non infected,BPH3414,BPH3403,BPH3745,BPH3419,BPH3416,BPH3406,BPH3417
B,BPH3742,BPH3401,BPH3742,BPH3412,BPH3743,TOX-4,BPH3414,BPH3410,BPH3411,BPH3741,BPH3413,BPH3412
C,BPH3406,BPH3409,BPH3740,BPH3742,BPH3413,BPH3421,BPH3408,BPH3418,BPH3418,BPH3400,BPH3419,TOX-5
D,BPH3745,BPH3741,BPH3419,BPH3407,BPH3410,TOX-4,BPH3399,BPH3414,BPH3404,BPH3407,BPH3417,BPH3741
E,TOX-5,BPH3421,BPH3420,BPH3407,TOX-4,BPH3421,Non infected,BPH3402,BPH3404,BPH3411,BPH3403,BPH3420
F,BPH3743,BPH3420,BPH3415,BPH3740,BPH3744,BPH3744,BPH3415,BPH3402,BPH3404,BPH3416,TOX-5,BPH3745
G,BPH3413,BPH3743,BPH3401,BPH3409,BPH3744,BPH3415,BPH3410,BPH3402,BPH3416,BPH3408,BPH3399,BPH3418
H,Non infected,BPH3409,BPH3401,BPH3403,BPH3408,BPH3406,BPH3400,BPH3417,BPH3400,Total LDH,Total LDH,Total LDH
